date,year,month,cell_ll_lat,cell_ll_lon,flag,geartype,hours,fishing_hours,mmsi_present
2023-01-01,2023,1,16.8,126.1,TWN,drifting_longlines,6.1336,0.0,1
2023-01-01,2023,1,16.8,117.1,TWN,drifting_longlines,1.2522,0.0,1
2023-01-01,2023,1,16.8,116.2,TWN,squid_jigger,0.2516,0.0,1
2023-01-01,2023,1,16.8,116.1,TWN,squid_jigger,3.8166,0.0,5
2023-01-01,2023,1,16.8,127.5,TWN,drifting_longlines,4.655,4.655,1
2023-01-01,2023,1,16.9,119.5,TWN,drifting_longlines,0.3413,0.0,1
2023-01-01,2023,1,16.9,126.6,TWN,drifting_longlines,1.5672,1.5672,1
2023-01-01,2023,1,16.9,127.3,TWN,drifting_longlines,68.9025,20.5791,3
2023-01-01,2023,1,16.9,116.2,TWN,squid_jigger,0.7541,0.0,2
2023-01-01,2023,1,16.9,117.2,TWN,drifting_longlines,0.2502,0.0,1
2023-01-01,2023,1,17.0,126.1,TWN,drifting_longlines,4.6677,0.0,1
2023-01-01,2023,1,17.0,116.0,TWN,squid_jigger,1.3002,0.0,1
2023-01-01,2023,1,17.0,127.5,TWN,drifting_longlines,17.8605,15.7427,2
2023-01-01,2023,1,17.0,117.2,TWN,drifting_longlines,1.305,0.0,1
2023-01-01,2023,1,17.1,126.6,TWN,drifting_longlines,2.54,2.54,1
2023-01-01,2023,1,17.1,127.3,TWN,drifting_longlines,32.8088,10.9808,1
2023-01-01,2023,1,17.1,126.5,TWN,drifting_longlines,18.0058,18.0058,1
2023-01-01,2023,1,17.1,127.2,TWN,drifting_longlines,9.1302,9.1302,2
2023-01-01,2023,1,17.2,126.7,TWN,drifting_longlines,5.85,0.0,2
2023-01-01,2023,1,17.2,116.4,TWN,squid_jigger,0.8475,0.0,3
2023-01-01,2023,1,17.2,125.9,TWN,drifting_longlines,1.9444,0.0,1
2023-01-01,2023,1,17.2,126.6,TWN,drifting_longlines,14.3497,0.0,1
2023-01-01,2023,1,17.2,116.2,TWN,squid_jigger,0.2941,0.0,2
2023-01-01,2023,1,17.2,127.2,TWN,drifting_longlines,12.47,8.2252,2
2023-01-01,2023,1,17.2,127.3,TWN,drifting_longlines,5.7163,5.008,2
